issuer_name,market_cap_usd,net_income_usd,hist_pe,hist_book_px,hist_fcf_yld,hist_ebitda_ev,hist_roe,hist_roic,hist_roa,hist_gross_profit_usd,hist_net_chg_lt_debt_usd,hist_net_debt_usd,hist_ev_usd,hist_asset_turnover,hist_capex_sales,hist_capex_depr,hist_rd_exp_usd,hist_eps_usd,return_usd,vola,beta,shares_outstanding,shares_float,top_1_shareholder_percentage,top_2_shareholder_percentage,top_3_shareholder_percentage,yeo_joh_market_cap_usd,yeo_joh_net_income_usd,yeo_joh_hist_pe,yeo_joh_hist_book_px,yeo_joh_hist_fcf_yld,yeo_joh_hist_ebitda_ev,yeo_joh_hist_roe,yeo_joh_hist_roic,yeo_joh_hist_roa,yeo_joh_hist_gross_profit_usd,yeo_joh_hist_net_chg_lt_debt_usd,yeo_joh_hist_net_debt_usd,yeo_joh_hist_ev_usd,yeo_joh_hist_asset_turnover,yeo_joh_hist_capex_sales,yeo_joh_hist_capex_depr,yeo_joh_hist_rd_exp_usd,yeo_joh_hist_eps_usd,yeo_joh_return_usd,yeo_joh_vola,yeo_joh_beta,yeo_joh_shares_outstanding,yeo_joh_shares_float,yeo_joh_top_1_shareholder_percentage,yeo_joh_top_2_shareholder_percentage,yeo_joh_top_3_shareholder_percentage,gics_sector,gics_sub_ind,issuer_cntry_domicile,cntry_of_risk,top_1_shareholder_location,top_2_shareholder_location,top_3_shareholder_location
CMS ENERGY CORPORATION,16712217118.0,749000000.0,21.9603441,2.400790577,-1.046011799,6.910386985,10.82704564,4.229519342,2.382126103,4514000000.0,1422000000.0,15283000000.0,32791217118.0,0.247753836,31.25802311,2.088336192,0.0,2.54,-0.055441641,0.198890872,0.405329094,291763567.0,290201120,45.981,3.196,2.858,0.3314531105470861,-0.1227294820043288,0.1146258578471103,0.0730794997869249,-0.1407988142946164,-0.1351599240859352,-0.0825639249100138,-0.0076734374526369,-0.2565312464121297,-0.1032659723392036,0.2618278716791814,0.0781612632460579,-0.0456044118489557,-0.9130225658389952,1.7755390246292029,0.1524476303544611,-1.664630377711009,-0.0017964520284922,-0.3579907350990926,-0.9405838892419268,-1.0589601792549577,-0.0983510655732513,0.0404879205819687,1.3821963054115218,-0.2460489133026618,0.7739363764746546,Utilities,Multi-Utilities,United States of America,US,United States,United Kingdom,Luxembourg
CNH Industrial N.V.,16058937974.0,2347000000.0,7.396857653,2.01113813,-1.882570415,30.21077285,32.73589511,12.49204068,5.950434176,7727000000.0,4277000000.0,1659000000.0,17847937974.0,0.629726818,4.714550286,2.486199575,1254000000.0,1.76,-0.29611155,0.31963849,1.507244992,1330483676.0,884166848,24.8,4.975,2.016,0.3034994374612994,0.1874825151861301,-1.176630784136046,-0.125084740793762,-0.1555791705773128,0.9013900748038962,0.4419814898541934,0.0832230730190908,0.1244725572707259,0.1918455148839291,0.6770248559717525,-0.0291179060061082,-0.132996787902904,0.1408468503661166,0.0183173847394682,0.469891228666008,0.8617732290894986,-0.0036452273158997,-1.281240805322761,0.4885281213206472,0.9796582938025198,0.9097171473213824,0.7890250290250146,0.4063164350399724,0.2894722931953017,0.2097363513175671,Industrials,Agricultural & Farm Machinery,United Kingdom,US,United States,Luxembourg,Bahamas
COAL INDIA LTD,29860451228.0,3507607941.0,8.882754285,4.333672906,11.4351597,17.52592969,56.112702,44.47023152,14.39018594,6051772607.966929,63160461.3,-4721601308.0,25232695624.0,0.652075496,11.13355926,3.22549803,16372877.87,0.569134037,0.90686555,0.251943221,0.222196943,6162728327.0,1618613888,11.136,4.297,0.417,0.7374760463500346,0.4095736403336672,-0.9495051276443855,0.6924446938755725,0.2507485244806235,0.3217188731955219,0.9960078211939368,0.3698753019795955,1.0220667004852182,0.0395413786395395,0.053076231607647,-0.1094673511480163,-0.0897579371224589,0.1896948155669909,0.8342355031122141,0.9450321497313992,-0.3808698825253651,-0.0067398653086956,2.009599725655668,-0.2129459509522491,-1.6126578379332186,1.9851990554061616,1.2187322583320244,-0.5983323510446494,0.1068495228399051,-1.6756529427317424,Energy,Coal & Consumable Fuels,India,IN,India,United States,Ireland
COCA-COLA EUROPACIFIC PARTNERS PLC,31749144557.0,1775326050.0,16.36891504,3.771773184,4.785719913,7.923309546,22.08325191,7.576925863,5.636003924,6810129780.0,-1321135400.0,10681079400.0,42430223957.0,0.599078954,3.252483765,0.833570413,0.0,3.875618464,0.290387356,0.17123305,0.605421027,459200818.0,154442080,5.871,2.101,1.239,0.7802871629692827,0.0772829663807749,-0.2180636272184681,0.5543918096731583,0.014234126765401,-0.0932522160967199,0.1878572779524277,0.0310456764372302,0.0909503813928861,0.1088555240003742,-0.8301487711897518,0.0421955546179893,0.0105891851386728,0.0720092297405601,-0.3256364951340687,-1.390356268270586,-1.664630377711009,0.0011606627578723,0.6788334821286579,-1.4011517329910326,-0.5546308107549417,0.1972603511892777,-0.3597427959731639,-1.2200721509361068,-0.70326342482807,-0.5051246398961887,Consumer Staples,Soft Drinks & Non-alcoholic Beverages,United Kingdom,GB,United States,Luxembourg,Ireland
COCHLEAR LIMITED,13011260008.0,202333744.8,64.98568297,11.31716884,1.611617255,2.48036356,17.5047314,16.14645271,11.94326354,974715555.2,-12660300.0,-235882530.0,12775377478.0,0.769239938,2.582511234,1.552795031,164842096.2,3.076065249,0.368492608,0.194820623,0.666280876,65494094.0,65241968,11.411,11.166,3.822,0.1558388817722264,-0.2315597639013064,1.2181012770225208,1.4820417079579105,-0.0804589438466873,-0.3115519054555554,0.0781583528146348,0.1197184594586335,0.7621792096961807,-0.4518455766438156,0.0350899201104198,-0.0458318875560394,-0.1627759701180679,0.4287711183392675,-0.5316596332875178,-0.376498540176386,0.1829228161334191,-0.000582365773788,0.8767501503455234,-1.004484197133692,-0.4176340364189208,-1.0389108073899305,-0.8805057268562544,-0.5716214251927552,1.3705135770738166,1.265100062768541,Health Care,Health Care Equipment,,AU,Australia,United States,United Kingdom
COGNEX CORPORATION,6426064294.0,157316000.0,36.04012396,4.316854423,2.416610935,3.390507248,10.93300549,11.02241255,8.087945534,635761000.0,35190000.0,-444216000.0,5981848294.0,0.452585836,2.286012882,1.203012912,141841000.0,0.91,-0.280027773,0.316684329,1.482010383,172142092.0,171725136,41.692,4.952,3.488,-0.3406825386575272,-0.2406962752839218,0.6433720904883059,0.6886534981094455,-0.0580962541974568,-0.2764604648081888,-0.0800051196926745,0.0680546495240075,0.3521664560883527,-0.4884208140229267,0.0483693662718579,-0.0487169822681073,-0.2028158191534618,-0.2901624131930317,-0.6373250040944964,-0.812491972812071,0.1401836629893663,-0.0058100538806799,-1.2140755152094744,0.4621898127684317,0.947322317276836,-0.436272858498302,-0.2935845692229682,1.2144096825733086,0.2836222118568842,1.1090482832673534,Information Technology,Electronic Equipment & Instruments,United States of America,US,United States,Luxembourg,United Kingdom
COGNIZANT TECHNOLOGY SOLUTIONS CORPORATION,38909613570.0,2089000000.0,17.61657702,3.017978575,5.17550741,8.452977768,16.81964573,14.80009257,11.79359792,6699000000.0,-99000000.0,-923000000.0,37986613570.0,1.097160278,1.692909334,2.536317224203173,732479521.6482682,4.12,0.209607385,0.226708389,1.028444955,501412546.0,500011776,46.434,3.094,2.709,0.9221225502036446,0.1378285910351365,-0.1336321006336124,0.3222499161630561,0.0268877050567073,-0.071158744410991,0.0617131474984406,0.106455606208658,0.7462754571925231,0.0987383375202571,-0.0173538220174725,-0.0554089597299621,-0.0153023696068333,0.9766619045348996,-0.8856100601070216,0.506342678166955,0.6619213057751105,0.0016794740655354,0.4620659624776,-0.5361091610473443,0.2788244480955919,0.2551355187514266,0.3992237554417056,1.3992802050570636,-0.2832893054462641,0.6852570181816839,Information Technology,IT Consulting & Other Services,United States of America,US,United States,Luxembourg,Ireland
COINBASE GLOBAL INC.,31298102982.0,-735567000.0,78.00094718711443,5.284145932,0.401814736,-2.318442151,-12.73991465,-8.404370509,-0.616895032,6051772607.966929,-359115000.0,-1897240000.0,29400862982.0,0.023345912,2.319362459,1.019887845,1591557000.0,-3.23,1.329415954,0.846147202,2.9763885,192049284.0,156770704,20.72,1.325,1.088,0.7703010688945134,-0.6095363746194491,1.384159751092522,0.879773197183421,-0.1110400862792548,-0.4756463792429525,-0.6738351696791935,-0.2477763271699901,-0.5785632524896234,0.0395413786395395,-0.1840240294911112,-0.0691581282629824,-0.0653983472186976,-1.8271104050423808,-0.6249093664644492,-1.080745283843097,0.955514946721254,-0.020862805635359,2.70606962441837,2.422950682112248,2.343417907622803,-0.3667087598563865,-0.350437040717909,0.1567540415843749,-1.1378751817935684,-0.6779590281159663,Financials,Financial Exchanges & Data,United States of America,US,United States,Canada,Luxembourg
COLES GROUP LIMITED,13851602878.0,739524537.7,20.08658983,6.237896305,4.400541571,11.67351708,33.88888889,11.24042007,5.914673562,7110346580.0,-713492200.0,5592834000.0,19444436878.0,2.186543848,3.729890863,1.08297568,0.0,0.554306643,-0.107945245,0.139054554,0.589254131,1338391534.0,1297261568,12.105,9.46,1.726,0.199773748865673,-0.1245956235175073,0.0150995387651739,1.0270791016135616,0.0019185975366456,0.0654666255222264,0.4694112496049595,0.0703252182028575,0.1206604317318556,0.136122040393764,-0.4185393061345808,0.0021743726398499,-0.1236389306342934,2.0861488414994667,-0.2001879348103107,-0.9846791734123688,-1.664630377711009,-0.0067813395061633,-0.5444044593127176,-2.0238729097789485,-0.5921924907007438,0.9137622424264148,1.0594825829338943,-0.5060128237627775,1.140398670214008,-0.0288254165992537,Consumer Staples,Food Retail,,AU,Australia,United States,Norway
COLGATE-PALMOLIVE COMPANY,69352645376.0,2300000000.0,30.26371433,113.8795547,3.942693706,5.90236811,455.4455446,28.52376082,14.31951189,11326000000.0,-589000000.0,7404000000.0,77104645376.0,1.211368447,3.623374621,2.536317224203173,732479521.6482682,2.779792,0.184950827,0.15186514,0.223187986,823372259.0,820101824,31.855,2.75,2.277,1.3241263579354257,0.1784460123061947,0.4616637021783826,2.37743589411332,-0.0124624627489347,-0.1763732612933234,10.246977239082462,0.2344388929428434,1.014563577389112,0.5108126966184777,-0.3355224320344451,0.0164601078409762,0.2120285584639294,1.1351254793224588,-0.2268895061126173,0.506342678166955,0.6619213057751105,-0.001248339243574,0.3932182015646817,-1.7637064405893388,-1.6093682024524398,0.5849705764172197,0.7367518259892479,0.7790750711072246,-0.4160559503610915,0.4025569785962954,Consumer Staples,Household Products,United States of America,US,United States,Luxembourg,Canada
COLOPLAST A/S,25741557252.0,685963143.1,34.52117072,10.0662717,1.679883567,4.108012217,37.38032902,15.95047741,11.50935451,2341711520.0,-486723900.0,1958116200.0,27699673452.0,0.589544607,4.163265306,8.360655738,125059556.9,3.18460146,-0.037797297,0.233618784,0.80045987,210200000.0,133090472,8.988,5.477,3.689,0.6337938650951056,-0.1351539495557741,0.5990645955167552,1.401656287510196,-0.0786167563968566,-0.2483077135163295,0.5523963848259208,0.1178000763285293,0.7160685638666084,-0.312312976626566,-0.2677914124740363,-0.026718092499148,-0.0753369671819996,0.0501426944523096,-0.0981911530985401,2.58378548557102,0.1050874676896088,-0.0003412984136229,-0.2972339203114398,-0.44373877915702,-0.1378924219973785,-0.3090965374086195,-0.4517709877847634,-0.8231835830995843,0.411872760254442,1.204520646242036,Health Care,Health Care Supplies,Denmark,DK,United States,United Kingdom,Luxembourg
COLTENE Holding AG,387241968.5,25485747.83,13.93337752,3.314152483,7.355087921,10.9644111,23.4485398,16.17310726,12.51561506,6051772607.966929,-11533.5,29684994.3,416926962.8,1.380740252,2.341310937,1.148492743,732479521.6482682,4.279034129,-0.177943186,0.288740551,0.447903406,5975580.0,2551739,6.745,3.698,2.778,-2.341638962416705,-0.2678970458095369,-0.4060424244190171,0.4211787886581451,0.1007862973502315,0.0350744840205624,0.2205063534831967,0.1199790686957542,0.8229897170079362,0.0395413786395395,0.0421481509433854,-0.0423682889005792,-0.2359283179999633,1.3464838621989492,-0.6168153603641098,-0.8890581000860164,0.6619213057751105,0.0020139379605507,-0.805981388320462,0.1950261735293977,-0.9439238326483932,-2.445386736676424,-2.5963218527093423,-1.0978085992996631,-0.0749656016785054,0.7268315851643854,Health Care,Health Care Supplies,Switzerland,CH,Switzerland,United States,Luxembourg
COMCAST CORPORATION,187770000000.0,15388000000.0,12.49163542,2.26508558,5.819068723,13.47487161,18.80633314,8.629680884,5.894814264,84810000000.0,-9326000000.0,90875000000.0,279409000000.0,0.465716376,10.0697529,1.382651909,732479521.6482682,3.71,0.222400302,0.236161862,1.07166844,4015635374.0,3986504192,40.979,1.965,1.659,2.013202950456272,2.630719668813087,-0.5355855467051682,0.0083660660056246,0.048174637868218,0.1433651107701923,0.1093793648468018,0.0426006097834344,0.1185433622272166,6.294064916692508,-6.5674859000328425,0.6587108350997393,1.3778087563926047,-0.2552423608062314,0.7392519444621374,-0.5775749305711182,0.6619213057751105,0.0008055580494945,0.4972750241155375,-0.4105028033743904,0.3508035607605858,1.678749261860736,1.8916559418272023,1.1853825361916042,-0.7709934855579715,-0.08817777354469,,Cable & Satellite,United States of America,US,United States,Ireland,Norway
COMERICA INCORPORATED,7330809619.0,881000000.0,7.128186959,1.219598146,-1.396208873963753,9.28902781178292,15.82507181,6.969892937,1.028965195,6051772607.966929,3182000000.0,269000000.0,41380131392.98444,0.061352488,8.753290897872352,2.536317224203173,732479521.6482682,6.47,-0.171901213,0.609047816,2.767559159,131872812.0,130636288,43.531,0.978,0.434,-0.2477896991611934,-0.096781981823898,-1.2228527491367835,-0.6900273467324789,-0.1471268169043621,-0.0360537514292224,0.0378228170215252,0.0242663546553949,-0.4014891570092898,0.0395413786395395,0.5195748606423433,-0.0403796603671,0.0044726005508713,-1.6497297998198437,0.6062131156377628,0.506342678166955,0.6619213057751105,0.0064107927701611,-0.7828163565207731,1.9759528412771885,2.194553562526943,-0.604538447616253,-0.4632198666101362,1.287738073668784,-1.3814347039530437,-1.6439737550298474,Financials,Diversified Banks,United States of America,US,United States,Ireland,Norway
COMFORTDELGRO CORPORATION LIMITED,2246523200.0,99959756.67,23.38256569,1.172908228,7.489129697,18.57705831,5.161510206,4.713391495,2.85403187,6051772607.966929,106745280.0,-256266720.0,2303339840.0,0.795652993,8.432022738,0.903043968,0.0,0.046129631,0.193235557,0.174015461,0.10788707,2165713013.0,2164388096,7.427,3.16,1.78,-1.0848363359180242,-0.2524210369145407,0.1838773125572203,-0.7333847232471813,0.1054888277574584,0.3686258492073156,-0.2199518163777743,-0.0018465206117875,-0.2060564205897689,0.0395413786395395,0.0602660638547992,-0.0461130206629293,-0.2246361017618161,0.4790469971095344,0.5706307114950627,-1.2700484776538563,-1.664630377711009,-0.0082687142529145,0.4164986899247226,-1.3519069942790298,-2.017868394831825,1.245160794327266,1.431345151893108,-1.008978597741149,-0.2590888600690039,0.0177825925426632,Industrials,Passenger Ground Transportation,Singapore,SG,United States,United Kingdom,Norway
COMMONWEALTH BANK OF AUSTRALIA,128111000000.0,6791575134.0,19.78031493,2.698999657,-1.396208873963753,9.28902781178292,13.93328868,3.467843313,0.817631341,6051772607.966929,2905542900.0,74648784600.0,41380131392.98444,0.039573681,1.39855844,2.536317224203173,732479521.6482682,4.019750912,0.050644922,0.152090308,0.787513106,1674651934.0,1670423424,12.02,8.593,1.049,1.7492530288448465,1.0306794248919642,-0.0021764533648965,0.2017709602701114,-0.1471268169043621,-0.0360537514292224,-0.0076751986383233,-0.0170513788503184,-0.4241670511097229,0.0395413786395395,0.4795342109432396,0.5349965982990064,0.0044726005508713,-1.7500482005512137,-1.033140622191606,0.506342678166955,0.6619213057751105,0.0014673760663345,-0.0069361324516566,-1.7592840629372626,-0.1636540292598387,1.0673886737518403,1.2415915582111234,-0.513915301130132,1.008716618958421,-0.7249826337574444,Financials,Diversified Banks,,AU,Australia,United States,Norway
COMMSCOPE HOLDING COMPANY INC.,519543254.0,-2034500000.0,78.00094718711443,7.895857857248675,5.12885418,-8.872413989,14.62794581857652,-16.28240116,-17.82819387,2603400000.0,-205600000.0,9053900000.0,10719743254.0,0.686777605,0.848506501,0.534565916,591500000.0,-9.98,-0.699017199,0.886516841,2.663732482,212058471.0,202881120,26.846,0.529,0.312,-2.130489614433808,-1.223303350938548,1.384159751092522,1.220930737661782,0.0253634271319959,-0.6634533566396831,0.009040478702888,-0.4546423423156365,-2.4525271375569,-0.2865035382046855,-0.0847462160127523,0.0294326679157296,-0.174868352618934,0.2633937113982333,-1.373827305241994,-1.9900387996979827,0.5867104498725001,-0.0546009183102452,-3.21626372104198,2.469880526925309,2.1163766667614787,-0.3034709221404605,-0.1886680389276886,0.5211129059511476,-1.7688859820017455,-1.881712018053992,Information Technology,Communications Equipment,United States of America,US,United States,Norway,United Kingdom
COMMUNITY HEALTH SYSTEMS INC.,523947496.8,234000000.0,11.65472792,7.895857857248675,-2.653765474,11.72387755,14.62794581857652,6.590449839,1.58172232,6051772607.966929,-126000000.0,12434000000.0,13527947497.0,0.841624983,3.919363907,2.536317224203173,0.0,1.83,-0.200417537,0.939531402,2.834091782,136800913.0,125851896,19.867,0.633,0.471,-2.1244312198694097,-0.2251594054112302,-0.6186539457930514,1.220930737661782,-0.1683512589377321,0.067631165676896,0.009040478702888,0.0199811303682504,-0.3422284711952129,0.0395413786395395,-0.0342478986765866,0.0559157195443598,-0.1583528464937274,0.5636679350246211,-0.1543391357603442,0.506342678166955,-1.664630377711009,-0.0034746674861795,-0.8931195858135693,2.523227851498505,2.2431537689111707,-0.5814669532874501,-0.4861292268951379,0.1004822627933994,-1.6699221473764712,-1.5765177698144008,Health Care,Health Care Facilities,United States of America,US,United States,Ireland,Norway
COMPAGNIE DE SAINT-GOBAIN SA,36168876542.0,2858252132.0,10.58950211,1.47834514,8.900445012,16.10411836,11.96562459,7.295244103,4.906111516,13856605241.0,1290385700.0,9741039600.0,46387032742.0,0.910929536,3.836589698,1.107692308,579191436.0,5.591137073,0.276558983,0.252331612,1.348751249,506438012.0,406163296,16.298,7.266,5.3,0.8712049615307521,0.2855470742752604,-0.7344567518380379,-0.4737902648365192,0.1559875688952879,0.2586637499002175,-0.0550849549203276,0.0279111272874566,0.0131024932270614,0.7300845298251848,0.2421986760269589,0.0348257332671335,0.0336265185068134,0.6847718075787188,-0.1741174690789765,-0.9481260576129324,0.5794378695758149,0.0046897576999035,0.6426371264955171,-0.2082663169422268,0.7689750864297312,0.2617101468789992,0.2606468079661341,-0.1542296156667914,0.7823034763928561,1.8299201334263384,Industrials,Building Products,France,FR,United States,Luxembourg,France
COMPAGNIE GENERALE DES ETABLISSEMENTS MICHELIN SCA,23883750076.0,2490627911.0,8.427603821,1.267660431,6.792221274,19.94553174,14.14959505,10.52616918,6.756065686,8138006253.0,-399708700.0,4803920000.0,28695312676.0,0.834706517,6.695030633,1.16528436,759337777.8,3.486414047,0.123919079,0.187387981,1.157782972,714958226.0,684822464,15.488,6.03,6.005,0.5814279728699807,0.2150739227003149,-1.0144728984167215,-0.6468923024191761,0.0812283336150503,0.430043207266768,-0.0024690207773483,0.0628579420607359,0.2103280155296369,0.2287877699644712,-0.2105697479367541,-0.0040666095916472,-0.0695197282539275,0.5511598128245856,0.3508564686160458,-0.8651944262702147,0.674823208260681,0.0003214226471616,0.2169006875601571,-1.1245186577821664,0.4884064746568592,0.4904846986040638,0.6125136252978362,-0.2171003013906997,0.5362438911476273,2.0470166333051334,Consumer Discretionary,Tires & Rubber,France,FR,United States,France,Luxembourg
COMPASS GROUP PLC,47239674613.0,1612563542.0,26.94533194,7.876754056,4.312453331,6.359081736,25.18299849,13.89284924,7.615576962,6051772607.966929,-737569600.0,4237923200.0,51508112813.0,1.79829621,1.176356839,0.83143508,0.0,0.92532185,0.196759614,0.154184881,0.343588635,1708038790.0,1707015296,9.852,6.289,2.839,1.0572312925128302,0.045779464212078,0.3379810083544877,1.219031109444676,-0.0008705320350457,-0.1577648195741696,0.2619467347811636,0.097402565798455,0.3018747462003191,0.0395413786395395,-0.4346589916979391,-0.0085524510547054,0.0634200235387894,1.774300213361435,-1.1588650795340365,-1.39415300516714,-1.664630377711009,-0.0057692331166682,0.4263559573707035,-1.718387616067991,-1.2343126156117017,1.0809780921239458,1.2573406520062351,-0.7290076473630701,0.5911866171335985,0.7628530887624517,Consumer Discretionary,Restaurants,United Kingdom,GB,United States,United Kingdom,Ireland
COMPUTERSHARE LIMITED,9963781180.0,444744000.0,16.8272493,4.699624111,4.922955011,8.779770335,20.69579768,10.7391258,7.288086501,6051772607.966929,-100949000.0,1392319000.0,11357142180.0,0.518936621,1.322847645,0.552010858,384318000.0,0.7367,0.015031914,0.232362822,0.306494452,598138477.0,565577024,22.933,9.445,1.38,-0.031704538446683,-0.1829453420796009,-0.1862256056480349,0.7704696191116553,0.0186677831703442,-0.0574698890911355,0.1546501645481469,0.065092938831921,0.2669994879509786,0.0395413786395395,-0.018568219404659,-0.0312623530318697,-0.1711170417760222,-0.118894732961257,-1.0744354218653511,-1.950759010123732,0.4419540951271731,-0.0062773684802771,-0.1210164300202252,-0.4603018608923738,-1.3449251739361583,0.3717710052087188,0.4822565930413898,0.2958417198628348,1.1382140486530037,-0.3556204381229746,Industrials,Data Processing & Outsourced Services,,AU,Australia,United States,United Kingdom
COMSYS Holdings Corporation,2874873148.0,161089117.5,17.1621869,1.108479243,12.65003661,12.8004712,6.530026369,6.562854467,4.626294718,528348073.8,-848113.0,-353430558.0,2553428437.0,1.195701566,1.711711244,2.536317224203173,735599.6769,1.333022003,0.20532875,0.207499094,0.23476644,133000000.0,112936288,28.841,6.319,1.39,-0.9097329186373474,-0.2399285782820983,-0.1635738754730768,-0.7957210862753831,0.2978075197064391,0.1140894736813449,-0.1866448656590107,0.019667980886487,-0.0167546745785252,-0.5003085263444604,0.0417241392792934,-0.0474568390379498,-0.2231468680574378,1.1142046895904738,-0.8768166776869366,0.506342678166955,-0.8934076618055776,-0.0047091705657577,0.4502129266310398,-0.8095515628263817,-1.5711967427994398,-0.599188918142985,-0.55229934546366,0.6274765840024294,0.5974248736392233,-0.3454127723686234,Industrials,Construction & Engineering,Japan,JP,Japan,United States,Norway
CONAGRA BRANDS INC.,14072468024.0,985100000.0,10.55175953,1.56291293,5.029638752,8.055024343,11.1497824,7.062537512,4.424035568,3291900000.0,-956000000.0,9008100000.0,23150768024.0,0.546634032,3.186026832,1.188841202,732479521.6482682,2.07,-0.167846351,0.18519508,0.293872548,478005028.0,475296000,42.354,1.996,1.94,0.2108758424574336,-0.0763774692135181,-0.7387918134065862,-0.4107711822160962,0.02213056466388,-0.0877692061687169,-0.0747712093199124,0.0253069282286305,-0.0383409889905991,-0.2195322340057068,-0.5817042911628222,0.0290730136676598,-0.1019365296128174,-0.0510498195688259,-0.3443637711682452,-0.8321417184908746,0.6619213057751105,-0.0028972847674207,-0.767332022485402,-1.160781453540818,-1.3835230244625218,0.2236501063877599,0.365255670727341,1.2410573194053474,-0.7552873091444806,0.1498961073997111,Consumer Staples,Packaged Foods & Meats,United States of America,US,United States,Luxembourg,Ireland
CONDUENT INCORPORATED,803962262.6,-635000000.0,49.50230119,1.297020908,-2.13071989,-15.43588187,-69.66538673,-20.63484934,-17.97085043,825000000.0,-6000000.0,1163000000.0,2111962263.0,1.062685722,1.677762983,0.248031496,7000000.0,-2.97,-0.219409283,0.502207406,1.456540872,217287098.0,171060448,36.202,1.608,0.446,-1.817597172736264,-0.562680571387468,0.9601514011397564,-0.6212538269735715,-0.1597649150653367,-0.8392777121387514,-2.1727344183841266,-0.5772986335123743,-2.468121510499304,-0.4678498116837192,0.0388951048583049,-0.0331107311930679,-0.2257765624575809,0.9259609494132596,-0.8927447154805571,-2.738352730973428,-0.5449850277251386,-0.0197333259048158,-0.9679471278591466,1.6122796274379256,0.9142372801715208,-0.2878951635196834,-0.296011421541778,0.981384943419978,-0.9646375676985334,-1.6218752422042986,Industrials,Data Processing & Outsourced Services,United States of America,US,United States,Ireland,United Kingdom
CONFLUENT INC.,7084205545.0,-454534000.0,78.00094718711443,8.955270134,-2.561207476,-7.850284838,-57.79367992,-26.44569428,-19.4440737,505872000.0,-3757000.0,-758244000.0,6325961545.0,0.313320911,2.601053474,1.527501604,333613000.0,-1.54,-0.000868432,0.742088655,2.116902525,219351480.0,189186624,43.276,4.756,3.075,-0.2719127138724286,-0.4790114468670692,1.384159751092522,1.3170186920811575,-0.1668532607654635,-0.635225033884064,-1.8578647675196416,-0.7481197853792657,-2.6292001432171346,-0.5028192715431143,0.0401473915452222,-0.0530992078083137,-0.2007814036086192,-0.6960228684358404,-0.5253848459640221,-0.4052069938029961,0.3964027959148956,-0.0138604899214703,-0.1731562038444818,2.2697639875681546,1.6495387279509115,-0.2818448127054649,-0.232785301517582,1.2776987658415797,0.2328382663485119,0.896164974369751,Information Technology,Application Software,United States of America,US,United States,Luxembourg,United Kingdom
CONOCOPHILLIPS,135424000000.0,11199000000.0,12.75075839,2.836399254,7.167634602,16.56429601,23.13269437,16.720908,11.88298459,17036000000.0,1885000000.0,9617000000.0,145041000000.0,0.636326981,18.17241954,2.536317224203173,732479521.6482682,9.16,-0.019176054,0.283987531,0.796408206,1187407942.0,1185352960,43.049,1.66,1.576,1.787621616089171,1.8543760495856296,-0.5111121258637732,0.2556288252602035,0.0942386229295393,0.279020687134663,0.212955664534315,0.1253189447821727,0.7557739688253448,1.001128617870662,0.3303936731992163,0.0338525853170718,0.6048156170698576,0.155388949558085,1.290385080197062,0.506342678166955,0.6619213057751105,0.0114081903517935,-0.2341461185164441,0.1461292624594238,-0.1459278150572403,0.8322235800319474,0.9952258478947484,1.2687275942980107,-0.9348489913999112,-0.164176583507061,Energy,Oil & Gas Exploration & Production,United States of America,US,United States,Ireland,Luxembourg
CONSOLIDATED EDISON INC.,31277670688.0,2375000000.0,18.81775991,1.484230003,-4.272479582,9.878618527,11.35657247,3.828817768,3.649130355,11236000000.0,-1995000000.0,23234000000.0,54511670688.0,0.234312581,31.02295082,2.401522843,732479521.6482682,6.77,-0.011680519,0.178897403,0.301403344,344923585.0,344364256,29.746,7.507,1.054,0.7698452725376447,0.1928641424018579,-0.0585253737065701,-0.4692941344375558,-0.1933538795929594,-0.0111366813449854,-0.0697796519889609,-0.0125734165415348,-0.1210834171178371,0.5029469952955401,-1.2949043502415976,0.1399769856363726,0.0808833349572068,-0.959877477800511,1.7689561081834158,0.4066379979983163,0.6619213057751105,0.0069870606690417,-0.2090513486878282,-1.2671383905724976,-1.3604336705967914,0.010186268523645,0.1519500394535453,0.6740840367863501,0.8259907295218886,-0.7188957287025721,Utilities,Multi-Utilities,United States of America,US,United States,Ireland,United Kingdom
CONSTELLATION BRANDS INC.,45417989742.0,1558000000.0,22.77348672,4.794768039,2.718721941,6.014797503,17.44632009,12.45477966,6.292356281,4939500000.0,-1004800000.0,11619800000.0,57365189742.0,0.396620383,12.8660747,2.957631086,0.0,8.481529,0.11344416,0.178194369,0.650994675,182796408.0,160293456,39.416,1.943,1.339,1.029856742845361,0.0352036951739728,0.1548289098403611,0.7894568349091291,-0.0493726276106385,-0.1718027038246355,0.0767565524989652,0.0828423463450312,0.1609168441313784,-0.0634108641681192,-0.6147340089708428,0.0495463978537921,0.097467373574141,-0.4451234787651719,0.9702807597144733,0.7870639734086865,-1.664630377711009,0.0101809661162265,0.1857478221038449,-1.279219028789383,-0.4514083498387789,-0.3981319167343664,-0.3366019302145937,1.1205176954521985,-0.7822391006225828,-0.3980025637391426,Consumer Staples,Distillers & Vintners,United States of America,US,United States,United Kingdom,Ireland
