issuer_name,market_cap_usd,net_income_usd,hist_pe,hist_book_px,hist_fcf_yld,hist_ebitda_ev,hist_roe,hist_roic,hist_roa,hist_gross_profit_usd,hist_net_chg_lt_debt_usd,hist_net_debt_usd,hist_ev_usd,hist_asset_turnover,hist_capex_sales,hist_capex_depr,hist_rd_exp_usd,hist_eps_usd,return_usd,vola,beta,shares_outstanding,shares_float,top_1_shareholder_percentage,top_2_shareholder_percentage,top_3_shareholder_percentage,yeo_joh_market_cap_usd,yeo_joh_net_income_usd,yeo_joh_hist_pe,yeo_joh_hist_book_px,yeo_joh_hist_fcf_yld,yeo_joh_hist_ebitda_ev,yeo_joh_hist_roe,yeo_joh_hist_roic,yeo_joh_hist_roa,yeo_joh_hist_gross_profit_usd,yeo_joh_hist_net_chg_lt_debt_usd,yeo_joh_hist_net_debt_usd,yeo_joh_hist_ev_usd,yeo_joh_hist_asset_turnover,yeo_joh_hist_capex_sales,yeo_joh_hist_capex_depr,yeo_joh_hist_rd_exp_usd,yeo_joh_hist_eps_usd,yeo_joh_return_usd,yeo_joh_vola,yeo_joh_beta,yeo_joh_shares_outstanding,yeo_joh_shares_float,yeo_joh_top_1_shareholder_percentage,yeo_joh_top_2_shareholder_percentage,yeo_joh_top_3_shareholder_percentage,issuer_cntry_domicile_name,cntry_of_risk,gics_sector,gics_sub_ind,top_1_shareholder_location,top_2_shareholder_location,top_3_shareholder_location
AVERY DENNISON CORPORATION,16206114385.0,482800000.0,27.63311723,7.855649343,3.065798501,5.405541344,23.71957061,9.952586301,5.969558713,2181700000.0,134700000.0,3103700000.0,19309814385.0,1.023739753,3.235624479,1.458356015,174493868.54065874,5.97,0.103237626,0.215278489,1.128641188,80531278.0,79905488,45.778,1.868,1.486,0.3117533102428604,-0.175549312765389,0.4575705335911039,1.2276470250673617,-0.0042887089814624,-0.17496374754621,0.225572740604687,0.0575870172983783,0.127519433455703,-0.3652217603272326,0.0641308536973869,-0.0177561576359802,-0.1350262195656731,0.868134305788285,-0.2742399185362988,-0.1173455171978091,0.335042775562889,0.0059076677329505,0.1551300852522492,-0.6957645483460202,0.442059104403338,-0.9113008666293444,-0.7600050994944687,1.3745030683722494,-0.8212141759019868,-0.2498903268265121,United States of America,US,Materials,Paper & Plastic Packaging Products & Materials,United States,Ireland,Luxembourg
AVIVA PLC,15014384422.0,-180687816.1,15.971566896140244,1.278628813,-46.94479012629586,5.8362933334500005,-1.747056589,0.215316327,-0.047885458,9672143655.485714,-349422700.0,-16880490000.0,-1212503178.0,0.010716765,4.170390229,1.644917489,394648348.61,-0.071775223,0.050569377,0.198053887,0.966204081,2739487140.0,2739237376,6.815,4.959,3.389,0.2582159595613971,-0.3537273017564195,-0.1611249818261769,-0.6191180534216295,-0.6072083036605641,-0.1575794895692462,-0.3921209181742781,-0.0609798452735881,-0.5160184249079102,0.3185944734361393,-0.1783569921863812,-0.2858997918889813,-0.2588550575539311,-1.875998600342204,-0.0361330940465438,0.0868720006702609,0.5850939759919512,-0.0081651358736763,-0.0071743015586637,-0.953418052448166,0.1710281163472728,1.409474952574105,1.6061795069094271,-1.0884440464955756,0.2854050500398392,1.0601682240163095,United Kingdom,GB,Financials,Multi-line Insurance,United States,United Kingdom,Ireland
AVNET INC.,4331534327.0,795835000.0,6.269286208,0.9031169,-4.721520217,17.47403143,18.00141101,12.27686479,6.740118132,3162076000.0,1266226000.0,3132227000.0,7463761327.0,2.212368581,0.928532743,2.902625533,0.0,8.71,0.083649934,0.232485508,0.96846821,90485363.0,89758384,50.593,1.585,1.325,-0.6176312140482523,-0.1136883847606201,-1.3807939369140871,-1.00794684950959,-0.1627111370246199,0.3390262770502777,0.0887176726070685,0.0818045286774585,0.2095988148975758,-0.270457882069646,0.2377555354465453,-0.0175289615812692,-0.2045862742031018,2.09536421654043,-1.2998937166619513,0.9635456188305984,-1.6387458146997609,0.0110646742891767,0.0956260390847942,-0.4588708904694847,0.1750091404672512,-0.839158663603751,-0.6905106355872966,1.5510141128442914,-0.9780019962929748,-0.412673874621855,United States of America,US,Information Technology,Technology Distributors,United States,Norway,Ireland
AXA SA,76612575834.0,6971244481.0,11.67797519,1.830849362,11.13302374,5.8362933334500005,15.31452763,-6.778819443,0.984615385,9672143655.485714,2063971600.0,-1502316800.0,84516116034.0,0.150397929,0.36786041,1.644917489,394648348.61,3.094492064,0.15192355,0.193216942,1.07545975,2270188806.0,2201902592,13.962,5.962,3.897,1.3936363158276852,1.0642399998078762,-0.5480965243352465,-0.2064480215178111,0.2695860553915474,-0.1575794895692462,0.0242194580819981,-0.2075555820510693,-0.4050631650597747,0.3185944734361393,0.3557913328177314,-0.0637578991620804,0.2440256173722417,-1.261770043223483,-1.794378917190464,0.0868720006702609,0.5850939759919512,-7.0351153476973e-05,0.2988811104700467,-1.0297456725279444,0.3564497497430806,1.278372675991165,1.4437069709891417,-0.341701975697014,0.5214853315433263,1.2984060634726493,France,FR,Financials,Multi-line Insurance,United States,Luxembourg,France
AXIS CAPITAL HOLDINGS LIMITED,5105975913.0,567360000.0,3.038566973,1.138728607,11.00274334,5.8362933334500005,12.9789041,7.229239149,2.005079244,9672143655.485714,13927000.0,626121000.0,6282096913.0,0.19825479,0.593706243,1.644917489,394648348.61,6.31,0.001444769,0.243917451,0.587028352,85241668.0,76790000,48.207,1.382,0.999,-0.5012451038408114,-0.1587725266498148,-2.4156001687534565,-0.7508426779174129,0.2647083057392183,-0.1575794895692462,-0.0319681214530455,0.0279648198389225,-0.2957235173562028,0.3185944734361393,0.0440265304917494,-0.0376470635789506,-0.2115587706178517,-1.0792792121789547,-1.5706946473363153,0.0868720006702609,0.5850939759919512,0.0065707546239366,-0.1655231302823147,-0.3118774644336252,-0.5973669455845007,-0.8761500373178769,-0.7836538330688061,1.4650637839763194,-1.1013565250668365,-0.7868238960688323,Bermuda,US,Financials,Property & Casualty Insurance,United States,Norway,Luxembourg
AXON ENTERPRISE INC.,19051926532.0,146131000.0,109.0425783,11.94675506,0.716831249,0.877710026,10.61832635,9.098543391,5.551443193,897174000.0,695333000.0,-478936000.0,18572990532.0,0.557454461,3.217138445,1.4571797651261262,288467000.0,1.99,0.32795362,0.358814512,1.075065265,74933831.0,70212072,41.437,2.744,1.849,0.4250444649563301,-0.2431469403163593,1.686058336110201,1.5153225782805546,-0.0676420003269474,-0.3492868505266865,-0.0888912710292712,0.0484597955022957,0.0829618921469373,-0.4952207436490039,0.1516327779764327,-0.0493873967731607,-0.1393401934844262,-0.0186810676232568,-0.2795570423004101,-0.1187289755975022,0.4857789559227597,-0.0026172193349659,0.7753751752500124,0.8063560090486469,0.3558038197874225,-0.9557463959253488,-0.8366824272360088,1.2040676942512287,-0.4184775446104224,0.0758196011635082,United States of America,US,Industrials,Aerospace & Defense,United States,United Kingdom,Ireland
AZRIELI GROUP LTD.,8268295884.0,409984282.0,87.77974956,1.327427094,-3.193867365,6.557320607,6.64445845,4.72884909,2.985980458,1947087585.0130303,-368320905.0,5066446203.0,13343689221.0,0.059254314,94.26425401,13.046458637450002,27065660.848484848,3.380867051,0.108229406,0.31525612,0.810536551,121272760.0,36544400,2.672,2.51,0.446,-0.161053544405236,-0.1900456479603106,1.520127176832528,-0.5762470354976421,-0.1400018689981845,-0.1282596189613736,-0.1851098776329617,-0.0008680438109885,-0.1908163455457658,-0.3883586716543588,-0.1906899648896555,-0.0021785180169965,-0.1699981484840601,-1.6471754025904422,2.6358621658666768,2.3429034521399448,-0.1421205163738605,0.0005617803883124,0.1701372484129603,0.4485735886441562,-0.1183104459195743,-0.6565547823288864,-1.214144275366692,-1.793388426035374,-0.5160575663940089,-1.6218752336841415,Israel,IL,Real Estate,Real Estate Operating Companies,United States,Israel,United Kingdom
Aalberts N.V.,4489872160.0,332223369.8,14.52020716,1.777976917,2.814788549,13.06866112,14.09339317,10.23138821,7.397819369,3351945996.4182982,-42636740.0,854224320.0,5397594680.0,0.777214157,6.790697674,1.667649226,270741179.5179233,3.00436862,-0.111779441,0.283517552,1.532590098,110580102.0,97351200,27.43,12.032,4.958,-0.592215358262369,-0.2055872345626514,-0.2763514113334517,-0.2400692589615511,-0.0115856891355386,0.1461500080374521,-0.0051418469769449,0.0605380931107346,0.2796214999110716,-0.2523997863895403,0.0166293196018182,-0.0357951185906488,-0.2167843523668434,0.4479556367348169,0.427824265752035,0.1098495926569629,0.4661915567640387,-0.0002714324815558,-0.5583469455873842,0.1406454318082142,1.0108533860061897,-0.7143127975934701,-0.6416654449171492,0.5527882777348461,1.4753178317556666,1.7141110056815327,Netherlands,NL,Industrials,Industrial Machinery & Supplies & Components,United States,Luxembourg,France
Accelleron Industries AG,3008312080.0,102413000.0,21.41574453,11.62467035,2.580051896,4.641007057,43.18809105,25.19764888,10.65578888,362908000.0,382925000.0,240511000.0,3259508080.0,0.88044245,3.705528867,1.4571797651261262,54800000.0,1.096627,0.399983998,0.220800813,0.807749673,94500000.0,94500000,13.933,9.344,5.752,-0.8761022025945787,-0.2520894542587729,0.179376919762911,1.4983318677633932,-0.018312170647526,-0.2055535081478257,0.6886157140995566,0.2054182923245058,0.6260848087573535,-0.5532707839683474,0.1034704299657234,-0.0408015502328948,-0.2294459922811735,0.6351420127034704,-0.1475764138462246,-0.1187289755975022,0.0244758113633494,-0.0048464912859139,0.953592163465529,-0.6175995147685545,-0.1237903432591581,-0.8122096096015201,-0.6595755630034601,-0.3441545882792067,1.1234226010297854,1.9721716179019648,Switzerland,CH,Industrials,Heavy Electrical Equipment,Switzerland,United States,Luxembourg
Acciona S.A.,7036987584.0,740485253.6,9.534959827,1.260637841,-11.8142636,15.1663395,14.30305483,6.903867149,2.7860971,9249257815.0,2866142800.0,7665527800.0,16592421184.0,0.515211223,21.98256081,4.414746544,8387949.2853802815,13.54513641,-0.323935127,0.25190617,1.243721813,54856653.0,23836824,5.0,1.557,1.218,-0.2747140997886396,-0.1245817488035374,-0.8108791023057689,-0.6353060356580962,-0.2547969105178383,0.2373962563691566,-9.83748388889792e-05,0.0243148281638782,-0.2121812298499018,0.2816402135110878,0.4727819447451059,0.0183270582750887,-0.150942741202411,-0.1212670127259962,1.50236522346518,1.4876690570526354,-0.3858847345601154,0.0193965705775013,-1.3992699992805249,-0.2137585989243631,0.617912204845548,-1.1468593053636147,-1.452602424062554,-1.3533222738947868,-0.9944321139684904,-0.5283316382507026,Spain,ES,Utilities,Electric Utilities,United States,Luxembourg,France
Acerinox S.A.,2680925718.0,173788207.7,8.143155358,0.886843629,12.95928767,16.95237196,5.547434805,3.550568789,2.32211758,2645338519.229236,34361400.0,462258600.0,3143184318.0,0.966244435,2.687241903,8.922920948264368,174493868.54065874,0.677857735,0.043182284,0.211976691,1.183141398,249335371.0,171088880,10.848,5.033,3.567,-0.9579481135524158,-0.2375202208523978,-1.021481661517762,-1.0276338892335437,0.3391675574327313,0.3159460609776032,-0.2117841236536737,-0.0152247638318059,-0.2617985859276341,-0.3200587302129691,0.047554674568896,-0.0389829086374591,-0.2301363961617772,0.7780774930551668,-0.4448038546324898,2.115896686855283,0.335042775562889,-0.00596710184326,-0.0305406548126891,-0.7435023178090351,0.5268810640739734,-0.1989816616314899,-0.2952843728798306,-0.6267656423524467,0.3041258981994111,1.14715764309159,Spain,ES,Materials,Steel,United States,Spain,Luxembourg
Addtech AB,5578984022.0,153297990.2,34.58367105,9.731797145,4.315689591597561,4.447213527,30.86255924,15.57325918,10.53653485,577033220.9,14926140.0,432193662.0,6048765976.0,1.287165879,5.925324541878934,1.4571797651261262,0.0,0.569688477,0.288538292,0.309237137,1.755606703,259908240.0,250930336,28.172,15.356,5.831,-0.4386211057689412,-0.2416868489900739,0.6888851014272585,1.381933764861503,0.0334880925836922,-0.2132496055540842,0.3959085123336535,0.1148723809454836,0.6134132020693637,-0.5295043607799872,0.0442020835004622,-0.0392286353384695,-0.2129366916527943,1.2314588295840891,0.2979975362604076,-0.1187289755975022,-1.6387458146997609,-0.0062669089326556,0.674014413173777,0.3935034117276611,1.2754370038340497,-0.1722584751942479,-0.0526574071303939,0.5923809583701899,1.821913779398481,1.9958896313478691,Sweden,SE,Industrials,Trading Companies & Distributors,Sweden,United States,Norway
Adecco Group AG,7257611028.0,343872840.8,18.09138129,1.834976931,5.042018071,7.957402778,8.440366972,4.611281945,2.484280369,5380221652.0,609985000.0,3500260200.0,10769507028.0,1.856266636,0.831255195,1.333333333,270741179.5179233,2.059980932,0.253178034,0.279717001,1.491074414,168426561.0,168166512,14.648,10.951,4.825,-0.2529429694267548,-0.2032544258312085,-0.013801551169839,-0.2038666811102611,0.0564192073008688,-0.070614998340148,-0.1415556082015992,-0.0022744510380512,-0.2444531046480781,-0.0637866557474901,0.1385726845829358,-0.0146002431761722,-0.1851220499540284,1.818798737713902,-1.372493481016511,-0.2719978554199667,0.4661915567640387,-0.0024498890102386,0.5805994378465117,0.1007147306965441,0.9581570523053072,-0.4494826451837776,-0.3060572610025452,-0.2846343501082624,1.3433453293217807,1.666956780631388,Switzerland,CH,Industrials,Human Resource & Employment Services,United States,Switzerland,Luxembourg
Adyen N.V.,39765395313.0,590895711.4,65.12602288,13.40908852,2.787084464,2.272835916,23.33979943,18.85964535,7.895261814,1529928418.0,23646031.0,-6811334050.0,32954061263.0,0.817505083,1.891459306,1.497438608,0.0,19.06420761,-0.141722681,0.679768646,2.072406276,31033098.0,29191472,21.213,5.981,4.954,0.9385211589397778,-0.1541127718332861,1.27539848106621,1.5845160346374685,-0.0123845552612805,-0.2976630675667774,0.2164986283898305,0.1466586465220812,0.3325622892952571,-0.4300696708356428,0.0457186402111789,-0.1397178119550904,-0.055331356156295,0.5231383288970349,-0.754145869905321,-0.0721010244158557,-1.6387458146997609,0.0281313323100712,-0.6687696367064969,2.1480345479673724,1.6057829894287536,-1.4905287621835646,-1.3403401198400928,0.1885721386349742,0.5256234164169936,1.7127108524600962,Netherlands,NL,Financials,Transaction & Payment Processing Services,United States,United Kingdom,Luxembourg
Aegon Ltd,10813210597.0,-2883388831.0,15.971566896140244,1.298549337,20.07843737,5.8362933334500005,-21.77145117,-26.8462171,-0.68431859,9672143655.485714,-6500645000.0,1790552000.0,14896542597.0,0.055660232,0.281350482,1.644917489,394648348.61,-1.005957072,0.137953149,0.242044098,1.257033147,1814726912.0,1148854400,19.787,5.232,1.721,0.0277755070452104,-1.6296829332670708,-0.1611249818261769,-0.6014368136042927,0.6287882778835359,-0.1575794895692462,-0.9099750782792572,-0.7596828605642767,-0.584657523445552,0.3185944734361393,-4.505846021843807,-0.028249972813001,-0.1608859301548776,-1.6635124199132716,-1.8918687033774728,0.0868720006702609,0.5850939759919512,-0.0113735881260391,0.258218429344705,-0.3354245887958984,0.6374758362697188,1.1232755256884113,0.9731108718970588,0.0951223936753941,0.3533600226098175,-0.0331955166475405,Netherlands,NL,Financials,Life & Health Insurance,United States,Norway,Ireland
Aena SME S.A.,26728974000.0,1646159870.0,16.046542,3.439051391,5.529021314,9.336288214,22.06118416,10.54698036,9.305250142,3351945996.4182982,893131715.6,6732705538.0,33398203076.0,0.306675462,10.38364223,0.719965388,270741179.5179233,10.97402144,0.218892924,0.210286486,1.035316241,150000000.0,69239016,8.357,2.314,1.929,0.6616807031969507,0.0521081927348711,-0.1555185216560496,0.4862808496332318,0.0721525307204855,-0.0130337287092166,0.1859330169015182,0.0638625243154244,0.4825374746486695,-0.2523997863895403,0.1816876681960603,0.0109802026166736,-0.0527421382205435,-0.7078117590322116,0.8280983724631317,-1.3465533174020603,0.4661915567640387,0.0150654181593156,0.4876561044508247,-0.7682357189275888,0.289866293482467,-0.522803469691018,-0.8449183872704961,-0.8956442904731526,-0.6029011487559929,0.1410852779171028,Spain,ES,Industrials,Airport Services,United States,Luxembourg,United Kingdom
AerCap Holdings N.V.,16533770155.0,2525260000.0,7.750122125,1.01473679,-0.298674194,11.0422003,15.85156279,6.246611804,3.571674623,6410573000.0,110429000.0,45172478000.0,61784715155.0,0.103146471,76.7471983,2.322251257,270741179.5179233,10.92,0.239649682,0.267121989,1.277990211,212379835.0,205967296,24.007,2.777,1.922,0.3257781780916088,0.2215387790971565,-1.088522860606908,-0.8799955121553198,-0.0901655594206286,0.0591694995285904,0.0371221429131382,0.0168564302467058,-0.1282457225036218,0.0297068363132478,0.0601845029126272,0.3090469570154184,0.1123051373009095,-1.454902952302895,2.4907841068488787,0.6394992028775094,0.4661915567640387,0.0149721805335167,0.5442110976158896,-0.0367041146455815,0.6679665196977373,-0.3018400465729327,-0.1785026961911725,0.3601023230523275,-0.4052061792602981,0.135458217825128,Ireland,IE,Industrials,Trading Companies & Distributors,United States,Luxembourg,Ireland
Affirm Holdings Inc,12893075617.0,-905859000.0,15.971566896140244,5.012166523,-0.46951592,-6.808371064,-35.31450198,-13.02788825,-11.63430314,9672143655.485714,598901000.0,1073011000.0,13966086617.0,0.221279845,7.280771811,1.080326231,603822000.0,-3.05,1.829801325,0.945535125,4.708833389,242120237.0,213066960,36.611,3.642,0.5,0.1513549064456733,-0.6893253174036009,-0.1611249818261769,0.8525278336465817,-0.093551017933194,-0.5849158905045875,-1.2649789466603218,-0.3658085363851935,-1.77550328623649,0.3185944734361393,0.1368719099095127,-0.034025096180896,-0.1663449639194069,-0.9957736573597288,0.4940353174148513,-0.6403016214067262,0.7267889929891284,-0.0196113973668414,3.392694457166891,2.5280325118299287,3.2740576842976354,-0.2178530596933974,-0.1570190397973587,0.9995479206646712,-0.0931260594883017,-1.5250192270679417,United States of America,US,Financials,Transaction & Payment Processing Services,United States,United Kingdom,Australia
AfreecaTV Co. Ltd.,903705178.0,47134432.53,19.07635002,4.046065717,10.50497625,10.96727584,23.96647135,20.70629228,12.51208026,11905944632.544285,3294535.298,-225850788.1,678700965.0,0.660654574,3.383460753,0.613648321,15093632.4,4.321610847,0.231689673,0.593955779,0.626737486,11494767.0,6437209,8.382,4.517,2.534,-1.7340613631191646,-0.2635232207743695,0.0476838218498192,0.6497500556297608,0.2461826722607118,0.0559777155410137,0.2314710404754817,0.1640915512502209,0.8232431281164556,0.5117996311152485,0.0421178768894535,-0.045880968596334,-0.2448306800629672,0.2133615565495191,-0.2326765441963126,-1.613534711774094,-0.2684783542053495,0.0025735750831609,0.5226275868854721,1.93192420023634,-0.5059011151163854,-2.0733320948506955,-2.1432416901865503,-0.8927091542925779,0.1685354832391514,0.5756254285826351,South Korea,KR,Communication Services,Interactive Media & Services,United States,South Korea,Luxembourg
Airbus SE,128397000000.0,4283459517.0,26.95456575,7.748541934,3.88009739,6.382492423,37.09595376,15.58994132,3.308900869,10757239519.0,-755833400.0,-10788502200.0,117648000000.0,0.521405561,4.494968673,1.4571797651261262,3503872020.0,5.425483647,0.313509125,0.204026996,1.153017835,790459434.0,586598464,20.914,2.474,2.015,1.7503620981978638,0.5569395234074301,0.4311597616140558,1.21722199390738,0.0200664179168152,-0.1353931617306441,0.5441070781715384,0.1150364747309248,-0.1563125396285796,0.4128440918567334,-0.4475457785962463,-0.197246708392174,0.4355383404637982,-0.1059254706735026,0.0349089048585848,-0.1187289755975022,1.4076310886375432,0.0048294269605293,0.738558165589011,-0.8616177645846886,0.4803518723833535,0.5583012314012867,0.5073508499192544,0.1693346724702685,-0.5316412201797877,0.2089604665286137,Netherlands,FR,Industrials,Aerospace & Defense,United States,Luxembourg,France
Ajinomoto Co. Inc.,21166261579.0,674278068.6,35.89730213,3.837651239,2.038461634,6.433485044,11.72653348,8.372973333,5.826804973,3469895794.0,-227376884.0,1435293771.0,23007238159.0,0.864553598,4.56156867,0.983831097,195921925.7,1.275976969,0.271502362,0.283120267,0.1973338,521430854.0,509202848,19.905,18.271,1.66,0.4986650476256047,-0.1376347053101011,0.7261040335184099,0.5974283677711353,-0.0334449266475949,-0.1333140704695998,-0.0621494021654139,0.0405945635375452,0.1123081874471524,-0.2412229946603601,-0.0993593855288197,-0.0311043939812519,-0.1133966205277327,0.6074655233838839,0.0488757554268435,-0.8048641570187067,0.3688690009913717,-0.0043832641772547,0.6293101772207517,0.1365037075916011,-1.6953566331548746,0.2816657361042015,0.4118767771707405,0.1030231300097799,2.072437403870694,-0.0872791135144988,Japan,JP,Consumer Staples,Packaged Foods & Meats,Japan,United States,Luxembourg
Aktiebolaget Electrolux,2680383770.0,-285785872.3,28.500451155818585,1.584252186,-6.454180489,7.78355966,-16.47441987,-2.703313885,-2.358591373,1648047558.0,1440426525.0,2578034277.0,5258968145.0,1.045885676,3.27530223,1.5663167668983051,1193358943.1260731,-1.058396443,-0.356960502,0.405450753,1.445062086,274885589.0,227410736,15.298,6.482,2.794,-0.9580917926975387,-0.4015816256810938,0.490182828994422,-0.3728064120369589,-0.1868576119432366,-0.0778199441991833,-0.771861543411569,-0.1158451409693298,-0.7658165646533186,-0.4181767333494642,0.2637162326399827,-0.0219479690072776,-0.2176039190435008,0.9016857821387156,-0.26291906602292,0.0043631739527062,0.971502240087865,-0.011566524800166,-1.542386239036129,1.121817181917425,0.8983670278768808,-0.1361447921839918,-0.1155836817987374,-0.2321606056448222,0.6308815525296256,0.7363453030313275,Sweden,SE,Consumer Discretionary,Household Appliances,Sweden,United States,Norway
Aktiebolaget Industrivarden,13640600311.0,2844110869.0,4.7004147,1.057012515,11.69702008,5.8362933334500005,25.00569177,23.5142347,23.36044178,9672143655.485714,10978500.0,597589794.0,14238190105.0,0.23670584,4.880788666897561,1.644917489,394648348.61,6.584845486,0.217701617,0.170031433,1.387713683,177860505.0,147849200,15.917,8.062,2.71,0.1909101271408474,0.282655621327643,-1.7880447117677336,-0.8345264030371585,0.2908377939698213,-0.1575794895692462,0.2562884356745535,0.1900928468947162,1.9729980296239855,0.3185944734361393,0.0435056533051476,-0.0378792818388763,-0.1647482379910957,-0.9412912039203548,0.1131926441701539,0.0868720006702609,0.5850939759919512,0.0071014320256332,0.4843831148707697,-1.4220105642280216,0.8217108697749925,-0.4148900866538461,-0.3861897904212555,-0.1835386174070024,0.9220938869863204,0.685865986596654,Sweden,SE,Financials,Multi-Sector Holdings,Sweden,United States,Norway
Aktiebolaget SKF,8632002907.0,627598958.5,11.63994082,1.608176241,7.346160833,14.62639334,12.23317365,10.02257261,5.729883081,2528475204.0,-197076684.0,1001820141.0,9845885827.0,0.900997249,5.362390748,1.4571797651261262,309044228.3,1.377716157,0.100069958,0.278397516,1.648571769,426044135.0,365754560,14.499,9.267,3.302,-0.1307341070676163,-0.1468537853486116,-0.5522514131198893,-0.3555412512070866,0.133110048671145,0.2138004147118779,-0.0499348994525353,0.0583290864660541,0.1019796156385261,-0.3313784350272412,-0.0799591005085729,-0.0346004609243445,-0.1905549929075434,0.6703689902451777,0.2028321127764388,-0.1187289755975022,0.5072526902477458,-0.0041243629437967,0.1455741301146752,0.0866883625185001,1.1521632285750334,0.1487923863930687,0.1920120587132888,-0.2968778699146465,1.1120492333119143,1.0161364682164438,Sweden,SE,Industrials,Industrial Machinery & Supplies & Components,United States,Sweden,Luxembourg
Aktiebolaget Volvo,48922121485.0,4699250624.0,8.201672423,2.848463879,0.750337352,20.48183638,29.26509803,13.22067178,7.646961321,14083227344.0,1424547516.0,-7398826318.0,41816980823.0,0.848362253,4.230919524,1.35005484,2513026249.0,2.310720327,0.294792381,0.207617902,1.349824729,1588465934.0,1475489280,15.581,14.304,3.578,1.0825983467108242,0.635775914125974,-1.0118165738265532,0.2876630807379021,-0.0668329271954352,0.4732156235431478,0.3578660712007391,0.0914113253608249,0.3061387281200686,0.697345727380357,0.2613547553453338,-0.148192486475496,-0.0037094807969871,0.5788518507197786,-0.0224933660605827,-0.2503840272737631,1.2661898857375478,-0.0018576134051313,0.6902881488719697,-0.8077004211110674,0.7697051701130303,1.0316239826056293,1.1517633349812892,-0.2097730930530507,1.720438634529821,1.1524028244921345,Sweden,SE,Industrials,Construction Machinery & Heavy Transportation Equipment,Sweden,United States,Luxembourg
Akzo Nobel N.V.,13142951572.0,436782583.5,23.02638507,2.760837167,3.495098089,7.762156973,8.597855791,5.076652802,2.675475895,4422290167.0,584381200.0,4340153400.0,17718994372.0,0.702884804,2.494183341,0.967509025,174493868.54065874,2.566226897,0.064307833,0.201845544,1.193131285,170600675.0,170486144,33.861,4.409,2.925,0.1648286144582486,-0.1847047181561745,0.2601995471652488,0.2538831145987393,0.0084264566059527,-0.0787060907031047,-0.1377421184075879,0.00326229968366,-0.2240077717932815,-0.1519952764626847,0.1346422006698723,-0.007931347040674,-0.1443418370156028,0.3014673602996525,-0.5120928114553566,-0.8342556628761598,0.335042775562889,-0.0012649353181789,0.0358791416592022,-0.894834863676347,0.5421228428633867,-0.4413477686021511,-0.2974921146456907,0.8746329158929232,0.1385648420827086,0.8125161014795866,Netherlands,NL,Materials,Specialty Chemicals,United States,Luxembourg,Norway
Alcon AG,37990176211.0,450000000.0,58.41119576,1.86065936,1.671852016,4.841949792,2.261363351,2.380845927,1.574389924,5127000000.0,717000000.0,4059000000.0,42049176211.0,0.32446427,6.297174898,1.283516484,816000000.0,0.902565,0.020563452,0.216392817,1.066535759,499700000.0,499547968,18.689,7.952,4.722,0.9067382421820964,-0.1820730479242396,1.181262172708784,-0.1879426274478699,-0.0433531282049572,-0.1975480990391057,-0.2921232181828755,-0.0301720258880037,-0.3418412262902883,-0.0869727473074625,0.1549387540057405,-0.0101616526719124,-0.002358278568031,-0.6517684417458343,0.3559997111761189,-0.3382191775509017,0.8321782673219802,-0.005358465042523,-0.1030554472472661,-0.6798242595749625,0.3417974159514657,0.253589962868232,0.3990273937313732,0.0200502704349671,0.903519844144014,1.629565281483911,Switzerland,US,Health Care,Health Care Supplies,United States,Switzerland,Luxembourg
Alfa Laval AB,14981342670.0,566392758.5,24.4893802,4.229505405,2.456559378,6.430143586,17.01531803,11.16120153,7.198334151,1922722150.0,-239512110.0,1110097764.0,16123437801.0,0.744880985,3.902446861,1.4571797651261262,144634958.8,1.37101888,0.178106627,0.233439392,1.341192252,413326315.0,275287840,10.891,7.897,2.751,0.2566712548252917,-0.1589641136868118,0.3278069003089115,0.6929516575639154,-0.02181147787061,-0.1334503494786489,0.0650626296348374,0.0702857759607817,0.2583863888992631,-0.3907738133061239,-0.1071562942905902,-0.0337255647013957,-0.1536916452406118,0.3855211068415942,-0.0988529810805575,-0.1187289755975022,0.2813488166578637,-0.004141323899444,0.3738713060260663,-0.4462990925304299,0.7576997663951515,0.1289430199196475,0.00694532781095,-0.6224897935726429,0.8941476131650035,0.7106698437997657,Sweden,SE,Industrials,Industrial Machinery & Supplies & Components,Sweden,United States,Canada
Alfresa Holdings Corporation,3333322238.0,220932314.7,18.45272804,0.977691527,14.6869293,14.63852032,6.470533568,4.869671612,2.219581732,1444313907.0,-8148892.0,-1177003044.0,2158213313.0,2.022515333,0.574886817,1.8303580760084035,19349156.21,1.107293867,0.365128849,0.207478449,0.208273651,202840000.0,164840080,15.849,8.217,1.34,-0.8032880402430561,-0.227971218849335,0.0092182967609047,-0.921145621647493,0.4069220503469786,0.214329564928407,-0.1893350684577004,0.0008096535802511,-0.2727685148609243,-0.4387352497987764,0.0370105298982368,-0.0591685786668808,-0.2359911170119957,1.954721207998206,-1.587866946071387,0.2637975889197567,-0.2159578962492398,-0.0048186846414744,0.8684453719608572,-0.8097768070821683,-1.6582767649001997,-0.3311999219244045,-0.3185347683525637,-0.1888182450230152,0.9478896874230324,-0.3969585491240189,Japan,JP,Health Care,Health Care Distributors,Japan,United States,Norway
